,best,strategy,acq_func,performance,params,xratio,delay,week
0,1.0,TwoStandardMovingAverage,ucb,1.0840094498982444,"{'ma_long': 51.16509926206845, 'ma_short': 5.3021153210897936}",26.90186749254497,14.606417894363403,39
1,1.0,TwoStandardMovingAverage,ei,1.0840094498982444,"{'ma_long': 51.05735355563773, 'ma_short': 5.572782105334147}",25.95951638565566,4.396023988723755,39
2,1.0,TwoStandardMovingAverage,poi,1.0020829675950231,"{'ma_long': 89.76186504418924, 'ma_short': 1.0}",26.02722241478553,11.131153106689453,39
0,1.0,TwoStandardMovingAverage,ucb,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,12.282601833343506,41
1,1.0,TwoStandardMovingAverage,ei,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,3.909440517425537,41
2,1.0,TwoStandardMovingAverage,poi,1.0,"{'ma_long': 77.89186169243891, 'ma_short': 36.044278952248554}",-0.0,6.352128505706787,41
0,1.0,TwoStandardMovingAverage,ucb,1.0268976498715814,"{'ma_long': 72.20992455628593, 'ma_short': 4.838404013215361}",42.57662338182506,9.069061756134033,43
1,1.0,TwoStandardMovingAverage,ei,1.1017882097874943,"{'ma_long': 58.372109367294904, 'ma_short': 13.424583866453217}",61.71120970496063,14.426595449447632,43
2,1.0,TwoStandardMovingAverage,poi,1.2432979564466367,"{'ma_long': 51.0, 'ma_short': 1.0}",30.170643286347797,8.595928192138672,43
0,1.0,TwoStandardMovingAverage,ucb,1.001877097255674,"{'ma_long': 51.037069013487184, 'ma_short': 49.42211359390547}",274.1223951236867,13.634128093719482,45
1,1.0,TwoStandardMovingAverage,ei,1.001877097255674,"{'ma_long': 51.037069013487184, 'ma_short': 49.42211359390547}",274.1223951236867,13.94521164894104,45
2,1.0,TwoStandardMovingAverage,poi,1.0494627523859095,"{'ma_long': 51.30753861200399, 'ma_short': 25.89041959408376}",29.94605315109881,7.583808898925781,45
0,1.0,TwoStandardMovingAverage,ucb,1.0363771278248994,"{'ma_long': 78.06713993211673, 'ma_short': 48.617749485016745}",48.480694013031204,10.7918119430542,47
1,1.0,TwoStandardMovingAverage,ei,1.0019654622204075,"{'ma_long': 51.037069013487184, 'ma_short': 49.42211359390547}",278.0864071518282,13.39678692817688,47
2,1.0,TwoStandardMovingAverage,poi,1.0294670609976215,"{'ma_long': 76.98270213399749, 'ma_short': 36.95673791131005}",31.086750815564926,15.117154836654663,47
0,1.0,TwoStandardMovingAverage,ucb,1.109337653490042,"{'ma_long': 51.000716852645866, 'ma_short': 49.698376250730746}",34.26610130930921,11.653219223022461,49
1,1.0,TwoStandardMovingAverage,ei,1.2225619309885027,"{'ma_long': 51.10285032453587, 'ma_short': 41.74102494689948}",26.529993823733946,13.374707221984863,49
2,1.0,TwoStandardMovingAverage,poi,1.109337653490042,"{'ma_long': 51.12264826550481, 'ma_short': 49.967961500030796}",34.26610130930921,13.407630205154419,49
0,1.0,TwoStandardMovingAverage,ucb,1.0234093352337377,"{'ma_long': 99.91067725644137, 'ma_short': 17.20702601745578}",172.45795056659054,10.505967140197754,51
1,1.0,TwoStandardMovingAverage,ei,1.4118574150073504,"{'ma_long': 67.72523123147653, 'ma_short': 43.9879169178981}",25.248990813527616,13.810845613479614,51
2,1.0,TwoStandardMovingAverage,poi,1.061820163605642,"{'ma_long': 51.46148903165741, 'ma_short': 49.64026181150454}",26.768541696705952,7.217572927474976,51
